op,key,latency_ms,status,version,stale
write,key0000,6.540,201,0,false
write,key0021,0.941,201,0,false
write,key0014,8.231,201,0,false
write,key0041,8.255,201,0,false
write,key0007,8.247,201,0,false
write,key0005,8.335,201,0,false
write,key0025,8.534,201,0,false
write,key0020,8.310,201,0,false
write,key0000,8.236,201,0,false
write,key0009,8.477,201,0,false
write,key0012,1.830,201,0,false
write,key0027,1.863,201,0,false
write,key0010,1.928,201,0,false
write,key0033,1.915,201,0,false
write,key0021,1.910,201,0,false
write,key0034,1.981,201,0,false
write,key0014,0.409,201,0,false
write,key0009,0.424,201,0,false
write,key0031,0.398,201,0,false
read,key0022,55.997,200,2964,false
write,key0010,0.669,201,0,false
read,key0010,58.385,200,3015,true
read,key0026,58.335,200,2993,false
read,key0038,58.479,200,2967,false
read,key0043,58.500,200,2787,false
read,key0020,58.597,200,3012,true
read,key0033,58.752,200,3024,true
read,key0039,58.793,200,3002,false
read,key0036,59.717,200,2955,false
write,key0030,1.442,201,0,false
read,key0035,59.682,200,2859,false
read,key0008,53.001,200,2989,false
read,key0020,53.585,200,3012,true
read,key0036,54.284,200,2955,false
read,key0003,62.994,200,3025,false
read,key0044,55.051,200,2895,false
read,key0045,53.213,200,2990,false
read,key0044,54.057,200,2895,false
read,key0028,53.808,200,3016,false
write,key0047,5.662,201,0,false
write,key0023,5.706,201,0,false
write,key0033,5.770,201,0,false
read,key0036,54.399,200,2955,false
read,key0020,53.302,200,3012,true
write,key0016,2.827,201,0,false
write,key0003,3.516,201,0,false
write,key0022,3.520,201,0,false
write,key0033,3.749,201,0,false
write,key0016,6.256,201,0,false
write,key0026,1.205,201,0,false
write,key0033,1.257,201,0,false
read,key0028,55.080,200,3016,false
read,key0046,55.040,200,3017,false
read,key0035,55.510,200,2859,false
read,key0013,54.233,200,3023,false
read,key0028,54.136,200,3016,false
read,key0033,54.267,200,3024,true
read,key0049,53.358,200,2803,false
read,key0004,59.319,200,2871,false
write,key0047,12.579,201,0,false
write,key0036,12.589,201,0,false
read,key0042,63.862,200,2994,false
read,key0026,61.956,200,2993,true
write,key0043,10.551,201,0,false
read,key0009,58.909,200,2920,true
read,key0021,63.218,200,3027,true
read,key0043,59.911,200,2787,true
read,key0043,62.415,200,2787,true
read,key0038,65.388,200,2967,false
read,key0037,60.102,200,3001,false
write,key0017,4.048,201,0,false
read,key0013,69.381,200,3023,false
write,key0003,4.136,201,0,false
write,key0005,15.392,201,0,false
write,key0045,4.210,201,0,false
write,key0042,6.185,201,0,false
write,key0042,8.319,201,0,false
write,key0037,8.406,201,0,false
write,key0012,8.430,201,0,false
write,key0012,5.403,201,0,false
write,key0049,5.424,201,0,false
write,key0046,5.448,201,0,false
write,key0032,7.269,201,0,false
write,key0021,1.503,201,0,false
write,key0023,1.445,201,0,false
write,key0004,6.705,201,0,false
write,key0014,5.629,201,0,false
write,key0025,5.665,201,0,false
write,key0015,4.519,201,0,false
write,key0017,4.525,201,0,false
write,key0029,0.817,201,0,false
write,key0016,1.882,201,0,false
read,key0045,91.879,200,2990,true
read,key0015,93.155,200,2987,true
read,key0015,92.420,200,2987,true
write,key0005,1.178,201,0,false
write,key0031,0.667,201,0,false
write,key0048,0.277,201,0,false
read,key0046,52.887,200,3017,true
read,key0038,52.911,200,2967,false
read,key0042,53.271,200,2994,true
read,key0023,62.979,200,2999,true
write,key0000,0.413,201,0,false
write,key0010,0.321,201,0,false
write,key0036,0.327,201,0,false
write,key0045,0.313,201,0,false
write,key0021,0.346,201,0,false
write,key0049,0.358,201,0,false
read,key0041,55.981,200,3020,true
read,key0014,56.014,200,2983,true
write,key0048,0.512,201,0,false
read,key0014,56.823,200,2983,true
write,key0033,1.686,201,0,false
read,key0006,54.219,200,2974,false
read,key0008,54.974,200,2989,false
read,key0004,53.464,200,2871,true
write,key0043,5.409,201,0,false
read,key0023,53.235,200,2999,true
write,key0010,3.170,201,0,false
write,key0020,3.183,201,0,false
read,key0016,57.161,200,3013,true
write,key0048,0.813,201,0,false
write,key0026,0.543,201,0,false
read,key0003,55.025,200,3025,true
read,key0036,61.272,200,2955,true
read,key0023,61.756,200,2999,true
write,key0031,1.792,201,0,false
write,key0026,0.712,201,0,false
write,key0018,1.862,201,0,false
read,key0033,53.205,200,3024,true
read,key0042,57.075,200,2994,true
read,key0031,51.614,200,3018,true
read,key0031,52.341,200,3018,true
write,key0019,1.168,201,0,false
read,key0003,51.003,200,3025,true
write,key0019,1.795,201,0,false
write,key0048,1.462,201,0,false
read,key0019,52.378,200,2958,true
read,key0005,53.166,200,2992,true
read,key0006,55.633,200,2974,false
write,key0015,6.828,201,0,false
write,key0048,13.648,201,0,false
write,key0022,14.763,201,0,false
read,key0048,56.247,200,2998,true
read,key0042,62.233,200,2994,true
read,key0040,57.406,200,2996,false
read,key0034,58.951,200,2975,true
write,key0001,1.414,201,0,false
write,key0032,1.401,201,0,false
read,key0043,53.521,200,2787,true
read,key0025,51.699,200,3004,true
write,key0028,1.332,201,0,false
read,key0010,52.831,200,3015,true
write,key0025,0.698,201,0,false
read,key0021,59.989,200,3027,true
read,key0023,52.683,200,2999,true
read,key0035,55.960,200,2859,false
write,key0025,1.083,201,0,false
read,key0046,52.772,200,3017,true
read,key0025,53.354,200,3004,true
write,key0033,0.987,201,0,false
write,key0038,0.836,201,0,false
write,key0049,0.351,201,0,false
write,key0048,0.391,201,0,false
write,key0035,0.478,201,0,false
read,key0044,52.063,200,2895,false
read,key0006,53.464,200,2974,false
write,key0004,0.388,201,0,false
read,key0046,56.053,200,3017,true
write,key0020,4.762,201,0,false
read,key0017,56.840,200,3019,true
read,key0004,53.624,200,2871,true
write,key0002,9.044,201,0,false
read,key0046,57.871,200,3017,true
write,key0020,4.533,201,0,false
read,key0040,62.391,200,2996,false
write,key0002,0.530,201,0,false
write,key0033,1.747,201,0,false
read,key0036,70.544,200,2955,true
read,key0018,52.711,200,2997,true
read,key0027,51.119,200,2977,true
read,key0048,51.607,200,2998,true
read,key0012,52.365,200,3008,true
read,key0035,51.716,200,2859,true
write,key0022,1.252,201,0,false
read,key0013,50.573,200,3023,false
write,key0022,0.767,201,0,false
read,key0030,54.559,200,2872,true
write,key0039,0.530,201,0,false
write,key0029,1.705,201,0,false
read,key0025,52.908,200,3004,true
write,key0002,1.095,201,0,false
write,key0039,0.887,201,0,false
write,key0004,1.002,201,0,false
write,key0044,0.337,201,0,false
read,key0030,52.932,200,2872,true
read,key0001,53.656,200,2948,true
write,key0032,0.690,201,0,false
read,key0009,51.598,200,2920,true
write,key0033,0.429,201,0,false
write,key0011,0.372,201,0,false
read,key0036,51.954,200,2955,true
write,key0027,0.545,201,0,false
write,key0024,0.448,201,0,false
read,key0032,51.538,200,3026,true
read,key0039,51.885,200,3002,true
read,key0046,51.945,200,3017,true
read,key0021,52.896,200,3027,true
read,key0021,52.922,200,3027,true
read,key0004,51.765,200,2871,true
read,key0012,52.754,200,3008,true
write,key0037,7.741,201,0,false
read,key0020,70.137,200,3012,true
read,key0041,56.914,200,3020,true
read,key0002,54.031,200,2910,true
read,key0046,56.583,200,3017,true
read,key0019,55.857,200,2958,true
write,key0012,6.109,201,0,false
read,key0010,52.150,200,3015,true
read,key0006,51.844,200,2974,false
write,key0037,7.227,201,0,false
read,key0030,57.274,200,2872,true
write,key0046,9.311,201,0,false
write,key0000,2.216,201,0,false
