op,key,latency_ms,status,version,stale
read,key0019,86.439,200,2958,false
read,key0012,86.445,200,3008,false
read,key0038,86.380,200,2967,false
read,key0035,87.306,200,2859,false
read,key0020,87.287,200,3012,false
read,key0003,87.890,200,3025,false
read,key0011,88.806,200,2968,false
read,key0015,90.839,200,2987,false
read,key0009,91.757,200,2920,false
read,key0018,90.814,200,2997,false
read,key0006,90.768,200,2974,false
read,key0009,90.916,200,2920,false
read,key0037,91.700,200,3001,false
read,key0022,90.977,200,2964,false
read,key0029,91.777,200,3022,false
read,key0025,91.685,200,3004,false
read,key0035,91.932,200,2859,false
read,key0030,116.981,200,2872,false
read,key0011,117.089,200,2968,false
read,key0021,117.067,200,3027,false
read,key0001,51.664,200,2948,false
read,key0004,51.706,200,2871,false
read,key0045,54.766,200,2990,false
read,key0034,52.116,200,2975,false
read,key0031,53.776,200,3018,false
read,key0036,54.045,200,2955,false
read,key0049,57.697,200,2803,false
read,key0047,59.045,200,3014,false
read,key0020,58.524,200,3012,false
read,key0037,58.554,200,3001,false
read,key0022,75.295,200,2964,false
read,key0033,75.297,200,3024,false
read,key0014,72.491,200,2983,false
read,key0005,72.290,200,2992,false
read,key0019,77.338,200,2958,false
read,key0021,77.415,200,3027,false
read,key0001,74.015,200,2948,false
read,key0016,52.255,200,3013,false
read,key0000,52.236,200,3021,false
read,key0014,53.100,200,2983,false
read,key0043,51.533,200,2787,false
read,key0008,51.282,200,2989,false
read,key0005,51.634,200,2992,false
read,key0032,53.799,200,3026,false
read,key0030,51.671,200,2872,false
read,key0032,52.426,200,3026,false
read,key0023,56.186,200,2999,false
read,key0038,61.381,200,2967,false
read,key0023,60.799,200,2999,false
read,key0043,52.076,200,2787,false
read,key0017,52.652,200,3019,false
read,key0025,66.245,200,3004,false
read,key0001,51.922,200,2948,false
read,key0030,54.176,200,2872,false
read,key0044,52.817,200,2895,false
read,key0021,55.251,200,3027,false
read,key0043,54.507,200,2787,false
read,key0032,51.050,200,3026,false
read,key0013,53.581,200,3023,false
read,key0045,54.297,200,2990,false
write,key0041,1.368,201,0,false
read,key0046,51.375,200,3017,false
read,key0026,52.016,200,2993,false
read,key0029,52.051,200,3022,false
read,key0004,50.784,200,2871,false
read,key0019,57.632,200,2958,false
read,key0031,57.609,200,3018,false
read,key0039,51.790,200,3002,false
read,key0015,52.993,200,2987,false
read,key0021,52.317,200,3027,false
read,key0049,51.040,200,2803,false
read,key0023,51.029,200,2999,false
read,key0010,50.620,200,3015,false
read,key0001,52.264,200,2948,false
read,key0027,51.932,200,2977,false
read,key0021,51.585,200,3027,false
read,key0037,52.776,200,3001,false
read,key0031,52.095,200,3018,false
read,key0011,51.999,200,2968,false
write,key0022,0.930,201,0,false
read,key0026,51.737,200,2993,false
read,key0016,53.519,200,3013,false
read,key0049,51.963,200,2803,false
read,key0040,52.985,200,2996,false
read,key0008,53.319,200,2989,false
read,key0016,56.570,200,3013,false
read,key0035,52.542,200,2859,false
read,key0044,52.570,200,2895,false
read,key0016,52.116,200,3013,false
read,key0035,52.858,200,2859,false
read,key0049,52.264,200,2803,false
read,key0033,51.640,200,3024,false
read,key0002,53.105,200,2910,false
read,key0038,52.603,200,2967,false
read,key0043,52.406,200,2787,false
read,key0014,52.555,200,2983,false
read,key0047,59.119,200,3014,false
read,key0037,55.235,200,3001,false
read,key0016,56.154,200,3013,false
read,key0038,59.229,200,2967,false
read,key0021,64.334,200,3027,false
read,key0032,65.945,200,3026,false
read,key0020,51.903,200,3012,false
read,key0046,52.945,200,3017,false
read,key0044,52.606,200,2895,false
read,key0035,52.689,200,2859,false
read,key0001,52.409,200,2948,false
read,key0003,59.484,200,3025,false
read,key0027,57.519,200,2977,false
read,key0023,59.430,200,2999,false
read,key0016,58.528,200,3013,false
read,key0020,58.654,200,3012,false
read,key0047,60.141,200,3014,false
read,key0042,60.183,200,2994,false
read,key0045,73.580,200,2990,false
read,key0020,63.189,200,3012,false
read,key0042,58.737,200,2994,false
read,key0031,58.829,200,3018,false
read,key0023,52.762,200,2999,false
read,key0023,53.685,200,2999,false
