op,key,latency_ms,status,version,stale
write,key0028,332.988,201,0,false
write,key0031,349.659,201,0,false
write,key0001,349.923,201,0,false
write,key0038,353.158,201,0,false
write,key0037,353.169,201,0,false
write,key0026,353.281,201,0,false
write,key0043,352.966,201,0,false
write,key0004,353.129,201,0,false
write,key0009,355.275,201,0,false
write,key0000,355.257,201,0,false
write,key0049,355.538,201,0,false
read,key0015,6.262,200,1198,false
write,key0014,357.508,201,0,false
write,key0002,357.497,201,0,false
write,key0049,357.749,201,0,false
write,key0019,359.058,201,0,false
write,key0044,363.415,201,0,false
write,key0019,363.340,201,0,false
write,key0032,363.441,201,0,false
write,key0018,364.203,201,0,false
write,key0026,364.613,201,0,false
write,key0014,305.796,201,0,false
read,key0046,1.809,200,1196,false
write,key0035,305.285,201,0,false
write,key0011,339.186,201,0,false
write,key0021,339.216,201,0,false
write,key0048,339.295,201,0,false
write,key0034,339.416,201,0,false
write,key0026,335.431,201,0,false
write,key0042,337.788,201,0,false
write,key0006,340.731,201,0,false
write,key0031,337.663,201,0,false
write,key0037,338.611,201,0,false
write,key0049,339.375,201,0,false
read,key0021,2.381,200,1228,true
write,key0011,336.883,201,0,false
write,key0011,332.604,201,0,false
write,key0016,332.678,201,0,false
read,key0039,2.296,200,1152,false
write,key0018,338.628,201,0,false
write,key0032,331.852,201,0,false
write,key0024,332.809,201,0,false
write,key0000,332.011,201,0,false
write,key0001,338.830,201,0,false
read,key0028,2.659,200,1202,true
read,key0037,3.223,200,1229,true
read,key0002,3.368,200,1210,true
write,key0033,303.913,201,0,false
write,key0028,305.995,201,0,false
write,key0019,328.442,201,0,false
write,key0032,327.538,201,0,false
read,key0022,1.076,200,1189,false
read,key0048,0.720,200,1225,true
write,key0035,345.265,201,0,false
write,key0035,345.271,201,0,false
write,key0019,347.555,201,0,false
write,key0028,346.754,201,0,false
write,key0047,345.265,201,0,false
write,key0028,345.146,201,0,false
write,key0044,341.803,201,0,false
write,key0021,341.828,201,0,false
write,key0023,342.570,201,0,false
write,key0017,349.159,201,0,false
write,key0042,349.299,201,0,false
write,key0000,346.909,201,0,false
