op,key,latency_ms,status,version,stale
read,key0049,32.885,404,0,false
read,key0045,32.928,404,0,false
read,key0022,33.219,404,0,false
read,key0010,32.960,404,0,false
read,key0009,32.875,404,0,false
read,key0010,33.796,404,0,false
read,key0013,35.593,404,0,false
read,key0000,41.760,404,0,false
read,key0041,41.164,404,0,false
read,key0004,41.869,404,0,false
read,key0017,41.166,404,0,false
read,key0002,41.924,404,0,false
read,key0047,41.917,404,0,false
read,key0002,41.350,404,0,false
read,key0044,41.579,404,0,false
read,key0049,41.593,404,0,false
read,key0024,41.702,404,0,false
read,key0020,42.897,404,0,false
read,key0006,46.697,404,0,false
read,key0014,14.826,404,0,false
read,key0010,14.900,404,0,false
read,key0009,48.167,404,0,false
read,key0024,14.984,404,0,false
read,key0027,14.981,404,0,false
read,key0020,13.311,404,0,false
read,key0022,16.382,404,0,false
read,key0007,16.432,404,0,false
read,key0045,13.139,404,0,false
read,key0033,12.939,404,0,false
read,key0049,13.502,404,0,false
read,key0048,13.364,404,0,false
read,key0026,13.494,404,0,false
read,key0023,13.853,404,0,false
read,key0047,10.303,404,0,false
read,key0032,15.203,404,0,false
read,key0004,15.239,404,0,false
read,key0005,14.766,404,0,false
read,key0008,14.335,404,0,false
read,key0030,8.717,404,0,false
read,key0032,8.811,404,0,false
read,key0033,7.763,404,0,false
read,key0034,9.172,404,0,false
read,key0033,9.232,404,0,false
read,key0041,9.338,404,0,false
read,key0018,10.117,404,0,false
read,key0006,6.690,404,0,false
read,key0048,7.299,404,0,false
read,key0020,12.196,404,0,false
read,key0012,7.517,404,0,false
read,key0010,6.778,404,0,false
read,key0033,7.296,404,0,false
read,key0037,7.403,404,0,false
read,key0016,7.955,404,0,false
read,key0010,7.950,404,0,false
read,key0024,8.100,404,0,false
read,key0010,8.214,404,0,false
read,key0044,9.965,404,0,false
read,key0010,11.132,404,0,false
read,key0044,11.818,404,0,false
read,key0023,11.410,404,0,false
read,key0015,9.103,404,0,false
read,key0027,9.134,404,0,false
read,key0029,13.645,404,0,false
read,key0020,9.232,404,0,false
read,key0047,13.657,404,0,false
read,key0027,9.188,404,0,false
read,key0030,13.739,404,0,false
read,key0003,12.901,404,0,false
read,key0022,9.252,404,0,false
read,key0021,9.282,404,0,false
read,key0033,9.300,404,0,false
read,key0026,12.787,404,0,false
read,key0008,12.718,404,0,false
read,key0022,10.883,404,0,false
read,key0016,13.024,404,0,false
read,key0023,9.560,404,0,false
read,key0013,14.302,404,0,false
read,key0013,10.582,404,0,false
read,key0038,12.762,404,0,false
read,key0015,10.635,404,0,false
read,key0023,17.685,404,0,false
read,key0042,17.798,404,0,false
read,key0023,17.878,404,0,false
read,key0022,17.925,404,0,false
read,key0038,18.032,404,0,false
read,key0044,18.108,404,0,false
read,key0017,18.081,404,0,false
read,key0025,18.052,404,0,false
read,key0024,12.062,404,0,false
read,key0007,22.856,404,0,false
read,key0030,16.796,404,0,false
read,key0039,17.026,404,0,false
read,key0033,17.484,404,0,false
read,key0034,17.415,404,0,false
read,key0038,17.752,404,0,false
read,key0021,13.280,404,0,false
read,key0033,13.352,404,0,false
read,key0019,18.447,404,0,false
read,key0048,10.115,404,0,false
read,key0031,10.438,404,0,false
read,key0025,15.943,404,0,false
read,key0021,16.149,404,0,false
read,key0031,17.722,404,0,false
read,key0001,18.387,404,0,false
read,key0000,13.960,404,0,false
read,key0028,13.953,404,0,false
read,key0007,13.955,404,0,false
read,key0032,14.235,404,0,false
read,key0048,14.339,404,0,false
read,key0003,20.297,404,0,false
read,key0042,18.465,404,0,false
read,key0033,21.969,404,0,false
read,key0016,21.987,404,0,false
read,key0021,17.183,404,0,false
read,key0018,22.281,404,0,false
read,key0004,13.349,404,0,false
read,key0018,11.424,404,0,false
read,key0029,11.460,404,0,false
read,key0010,12.013,404,0,false
read,key0014,11.482,404,0,false
read,key0000,10.043,404,0,false
read,key0021,9.660,404,0,false
read,key0027,9.598,404,0,false
read,key0014,7.633,404,0,false
read,key0002,7.052,404,0,false
read,key0007,14.271,404,0,false
read,key0042,12.452,404,0,false
read,key0034,9.985,404,0,false
read,key0041,14.529,404,0,false
read,key0032,12.414,404,0,false
read,key0025,7.268,404,0,false
read,key0045,14.095,404,0,false
read,key0048,15.968,404,0,false
read,key0012,16.280,404,0,false
read,key0010,16.275,404,0,false
read,key0005,8.827,404,0,false
read,key0027,8.344,404,0,false
read,key0039,8.911,404,0,false
read,key0000,16.027,404,0,false
read,key0012,6.636,404,0,false
read,key0047,5.542,404,0,false
read,key0022,5.638,404,0,false
read,key0034,4.908,404,0,false
read,key0023,6.313,404,0,false
read,key0023,6.320,404,0,false
read,key0042,6.353,404,0,false
read,key0048,4.616,404,0,false
read,key0045,7.180,404,0,false
read,key0002,7.190,404,0,false
read,key0028,3.480,404,0,false
read,key0026,5.623,404,0,false
read,key0011,6.251,404,0,false
read,key0007,6.275,404,0,false
read,key0000,7.252,404,0,false
read,key0026,7.321,404,0,false
read,key0020,7.539,404,0,false
read,key0014,4.251,404,0,false
read,key0037,3.685,404,0,false
read,key0009,4.427,404,0,false
read,key0019,8.257,404,0,false
read,key0029,3.799,404,0,false
read,key0040,3.494,404,0,false
read,key0026,3.504,404,0,false
