op,key,latency_ms,status,version,stale
read,key0044,76.190,200,2976,false
read,key0014,77.240,200,2999,false
read,key0016,76.748,200,3013,false
read,key0042,76.788,200,2994,false
read,key0003,76.148,200,3025,false
read,key0029,76.204,200,3022,false
read,key0029,77.331,200,3022,false
read,key0028,77.507,200,3016,false
read,key0003,78.243,200,3025,false
read,key0037,78.332,200,3001,false
read,key0028,78.740,200,3016,false
read,key0021,78.661,200,3027,false
read,key0018,79.679,200,2997,false
read,key0023,79.124,200,2999,false
read,key0038,80.092,200,2968,false
read,key0006,79.208,200,3019,false
read,key0040,79.465,200,2996,false
read,key0037,115.195,200,3001,false
read,key0016,115.995,200,3013,false
read,key0029,115.069,200,3022,false
read,key0001,52.623,200,2983,false
read,key0021,52.661,200,3027,false
read,key0024,53.464,200,3000,false
read,key0020,53.538,200,3012,false
read,key0004,53.633,200,2970,false
read,key0023,53.643,200,2999,false
read,key0017,53.831,200,3019,false
read,key0042,53.887,200,2994,false
read,key0038,53.904,200,2968,false
read,key0048,52.104,200,2998,false
read,key0041,52.679,200,3020,false
read,key0037,52.653,200,3001,false
read,key0000,52.700,200,3021,false
read,key0036,53.413,200,2990,false
read,key0014,64.634,200,2999,false
read,key0012,63.588,200,3010,false
read,key0049,63.447,200,2982,false
read,key0000,54.551,200,3021,false
read,key0001,55.808,200,2983,false
read,key0046,55.821,200,3017,false
read,key0024,50.811,200,3000,false
read,key0003,51.004,200,3025,false
read,key0042,52.209,200,2994,false
read,key0014,51.540,200,2999,false
read,key0011,52.852,200,2995,false
read,key0001,51.566,200,2983,false
read,key0000,51.265,200,3021,false
read,key0028,51.202,200,3016,false
read,key0011,51.881,200,2995,false
read,key0037,51.530,200,3001,false
read,key0023,55.296,200,2999,false
read,key0002,59.702,200,2985,false
read,key0005,59.625,200,2992,false
read,key0007,51.980,200,3028,false
read,key0019,52.914,200,2958,false
read,key0005,53.721,200,2992,false
read,key0004,52.165,200,2970,false
read,key0022,52.200,200,2964,false
read,key0019,53.726,200,2958,false
read,key0027,52.119,200,2977,false
read,key0035,51.665,200,2943,false
read,key0031,52.593,200,3018,false
read,key0037,52.118,200,3001,false
read,key0002,52.145,200,2985,false
read,key0004,52.436,200,2970,false
read,key0037,52.422,200,3001,false
read,key0031,52.093,200,3018,false
read,key0023,52.734,200,2999,false
read,key0043,55.194,200,2977,false
read,key0031,51.797,200,3018,false
read,key0036,52.137,200,2990,false
read,key0041,54.673,200,3020,false
read,key0038,51.019,200,2968,false
read,key0035,52.513,200,2943,false
read,key0034,52.776,200,2996,false
read,key0014,52.742,200,2999,false
read,key0037,52.503,200,3001,false
read,key0002,52.654,200,2985,false
read,key0049,51.026,200,2982,false
read,key0008,52.658,200,2989,false
read,key0015,52.993,200,3011,false
read,key0001,52.059,200,2983,false
read,key0041,52.065,200,3020,false
read,key0039,51.669,200,3002,false
read,key0009,53.457,200,3007,false
read,key0013,55.986,200,3023,false
read,key0012,56.022,200,3010,false
read,key0017,54.792,200,3019,false
read,key0046,54.995,200,3017,false
read,key0004,52.491,200,2970,false
read,key0024,58.944,200,3000,false
read,key0035,53.838,200,2943,false
read,key0000,51.526,200,3021,false
read,key0003,51.041,200,3025,false
read,key0039,51.333,200,3002,false
read,key0034,51.333,200,2996,false
read,key0043,53.209,200,2977,false
read,key0017,51.382,200,3019,false
read,key0049,51.376,200,2982,false
read,key0049,51.019,200,2982,false
read,key0011,53.605,200,2995,false
read,key0044,50.802,200,2976,false
read,key0017,50.748,200,3019,false
read,key0045,53.022,200,3016,false
read,key0045,51.644,200,3016,false
read,key0020,53.669,200,3012,false
read,key0027,54.163,200,2977,false
read,key0001,50.712,200,2983,false
read,key0028,54.023,200,3016,false
read,key0047,54.589,200,3014,false
read,key0019,51.988,200,2958,false
read,key0024,55.075,200,3000,false
read,key0040,54.737,200,2996,false
read,key0044,51.610,200,2976,false
read,key0015,53.337,200,3011,false
read,key0022,53.385,200,2964,false
read,key0014,51.584,200,2999,false
read,key0031,70.520,200,3018,false
read,key0024,67.370,200,3000,false
read,key0034,66.313,200,2996,false
read,key0007,62.976,200,3028,false
read,key0005,67.882,200,2992,false
read,key0011,82.761,200,2995,false
read,key0005,103.554,200,2992,false
read,key0012,97.508,200,3010,false
read,key0029,97.664,200,3022,false
read,key0024,75.988,200,3000,false
read,key0036,105.330,200,2990,false
read,key0039,105.310,200,3002,false
read,key0021,111.752,200,3027,false
read,key0043,74.538,200,2977,false
read,key0010,120.264,200,3015,false
read,key0018,127.155,200,2997,false
read,key0018,113.645,200,2997,false
read,key0029,111.620,200,3022,false
read,key0001,103.467,200,2983,false
read,key0026,105.120,200,2993,false
read,key0020,118.382,200,3012,false
read,key0005,84.489,200,2992,false
read,key0015,130.260,200,3011,false
read,key0041,130.270,200,3020,false
read,key0042,84.907,200,2994,false
read,key0044,108.445,200,2976,false
read,key0043,86.726,200,2977,false
read,key0042,131.018,200,2994,false
read,key0007,117.100,200,3028,false
write,key0018,442.985,201,0,false
read,key0020,117.286,200,3012,false
read,key0003,108.718,200,3025,false
read,key0041,117.432,200,3020,false
read,key0003,118.309,200,3025,false
read,key0031,120.144,200,3018,false
read,key0028,120.132,200,3016,false
read,key0049,131.523,200,2982,false
read,key0029,128.782,200,3022,false
read,key0008,131.852,200,2989,false
read,key0002,104.716,200,2985,false
read,key0048,94.937,200,2998,false
read,key0003,94.941,200,3025,false
read,key0036,95.927,200,2990,false
read,key0024,64.071,200,3000,false
read,key0007,127.268,200,3028,false
read,key0026,64.191,200,2993,false
read,key0041,63.754,200,3020,false
read,key0002,101.601,200,2985,false
read,key0029,104.525,200,3022,false
read,key0023,60.033,200,2999,false
read,key0046,79.870,200,3017,false
read,key0002,77.466,200,2985,false
read,key0047,69.578,200,3014,false
read,key0024,81.155,200,3000,false
read,key0038,126.188,200,2968,false
read,key0013,88.074,200,3023,false
read,key0025,126.243,200,3013,false
read,key0027,52.487,200,2977,false
read,key0004,55.727,200,2970,false
read,key0005,64.814,200,2992,false
read,key0041,54.055,200,3020,false
read,key0031,56.043,200,3018,false
read,key0003,52.067,200,3025,false
read,key0004,51.721,200,2970,false
read,key0047,52.946,200,3014,false
read,key0030,60.354,200,2991,false
read,key0020,56.135,200,3012,false
read,key0000,61.879,200,3021,false
read,key0019,60.844,200,2958,false
read,key0021,60.792,200,3027,false
read,key0024,55.331,200,3000,false
read,key0017,63.511,200,3019,false
read,key0005,52.831,200,2992,false
read,key0018,65.488,200,2997,true
read,key0015,57.988,200,3011,false
read,key0002,80.414,200,2985,false
read,key0022,51.682,200,2964,false
read,key0034,53.062,200,2996,false
read,key0020,52.755,200,3012,false
read,key0002,52.864,200,2985,false
read,key0036,52.422,200,2990,false
read,key0026,51.724,200,2993,false
read,key0030,54.532,200,2991,false
read,key0000,56.170,200,3021,false
read,key0008,53.214,200,2989,false
read,key0042,52.965,200,2994,false
read,key0014,56.516,200,2999,false
read,key0049,57.049,200,2982,false
read,key0016,57.180,200,3013,false
read,key0000,57.484,200,3021,false
read,key0024,59.062,200,3000,false
read,key0040,59.010,200,2996,false
read,key0040,59.651,200,2996,false
read,key0049,57.085,200,2982,false
read,key0002,58.214,200,2985,false
read,key0042,51.410,200,2994,false
read,key0011,53.423,200,2995,false
read,key0004,52.798,200,2970,false
read,key0014,54.142,200,2999,false
read,key0009,52.313,200,3007,false
read,key0004,51.663,200,2970,false
read,key0025,53.777,200,3013,false
read,key0017,54.054,200,3019,false
read,key0013,52.528,200,3023,false
read,key0007,52.721,200,3028,false
read,key0045,51.393,200,3016,false
read,key0026,51.713,200,2993,false
read,key0047,52.416,200,3014,false
read,key0043,53.139,200,2977,false
read,key0009,53.179,200,3007,false
read,key0014,54.456,200,2999,false
read,key0015,53.253,200,3011,false
read,key0042,57.120,200,2994,false
read,key0009,60.068,200,3007,false
read,key0045,52.913,200,3016,false
read,key0032,51.714,200,3026,false
read,key0018,56.503,200,2997,true
read,key0007,52.762,200,3028,false
read,key0012,53.017,200,3010,false
read,key0018,52.792,200,2997,true
read,key0019,53.107,200,2958,false
read,key0048,51.462,200,2998,false
read,key0034,56.399,200,2996,false
read,key0049,59.490,200,2982,false
read,key0013,52.688,200,3023,false
read,key0028,51.848,200,3016,false
read,key0017,50.812,200,3019,false
read,key0032,52.648,200,3026,false
read,key0015,53.330,200,3011,false
read,key0005,50.700,200,2992,false
read,key0038,52.403,200,2968,false
read,key0043,52.855,200,2977,false
read,key0035,52.468,200,2943,false
read,key0025,50.747,200,3013,false
read,key0031,50.722,200,3018,false
read,key0013,51.092,200,3023,false
read,key0036,52.556,200,2990,false
read,key0016,52.153,200,3013,false
read,key0037,51.632,200,3001,false
read,key0001,54.067,200,2983,false
read,key0048,51.764,200,2998,false
read,key0018,52.980,200,2997,true
read,key0020,51.629,200,3012,false
read,key0017,51.220,200,3019,false
read,key0012,50.975,200,3010,false
read,key0003,51.960,200,3025,false
read,key0010,52.008,200,3015,false
read,key0046,52.480,200,3017,false
read,key0040,51.595,200,2996,false
read,key0041,50.835,200,3020,false
read,key0045,52.968,200,3016,false
