op,key,latency_ms,status,version,stale
read,key0041,11.373,404,0,false
read,key0020,11.178,404,0,false
read,key0047,11.107,404,0,false
read,key0022,11.973,404,0,false
read,key0033,11.359,200,37,false
read,key0034,11.106,404,0,false
read,key0009,12.076,404,0,false
read,key0009,12.187,404,0,false
read,key0042,1.022,404,0,false
read,key0027,8.134,200,32,false
read,key0044,8.698,404,0,false
read,key0020,7.726,404,0,false
read,key0004,62.842,404,0,false
read,key0037,63.672,404,0,false
read,key0010,63.202,404,0,false
read,key0046,63.643,404,0,false
read,key0006,63.773,404,0,false
read,key0046,64.079,404,0,false
read,key0031,63.373,404,0,false
read,key0021,63.478,404,0,false
read,key0003,63.877,404,0,false
read,key0010,63.623,404,0,false
read,key0048,1.471,404,0,false
read,key0042,56.273,404,0,false
read,key0042,56.513,404,0,false
read,key0034,6.102,404,0,false
read,key0027,58.136,200,32,false
read,key0022,59.774,404,0,false
read,key0030,7.606,200,47,false
read,key0001,54.849,404,0,false
read,key0011,54.699,404,0,false
read,key0045,54.263,404,0,false
read,key0042,57.243,404,0,false
read,key0042,57.326,404,0,false
read,key0019,61.309,404,0,false
read,key0029,61.479,200,25,false
read,key0000,60.984,200,36,false
read,key0025,58.119,404,0,false
read,key0025,58.238,404,0,false
read,key0013,56.576,404,0,false
read,key0007,59.464,200,39,false
read,key0018,57.779,200,42,false
read,key0040,59.500,200,34,false
read,key0031,56.462,404,0,false
read,key0023,56.885,404,0,false
read,key0035,53.899,404,0,false
read,key0000,51.879,200,36,false
read,key0045,52.766,404,0,false
read,key0031,52.893,404,0,false
read,key0009,52.300,404,0,false
read,key0009,52.295,404,0,false
read,key0018,53.028,200,42,false
read,key0040,53.396,200,34,false
read,key0018,54.497,200,42,false
read,key0029,54.654,200,25,false
read,key0035,51.810,404,0,false
read,key0047,1.866,404,0,false
read,key0008,54.892,200,30,false
read,key0007,53.102,200,39,false
read,key0019,51.784,404,0,false
read,key0027,51.308,200,32,false
read,key0012,53.344,404,0,false
read,key0047,52.607,404,0,false
read,key0047,52.600,404,0,false
read,key0012,1.695,200,56,false
read,key0039,52.611,404,0,false
read,key0019,2.236,404,0,false
read,key0019,2.371,404,0,false
read,key0027,50.981,200,32,false
read,key0048,51.728,404,0,false
read,key0034,52.073,404,0,false
read,key0034,1.012,404,0,false
read,key0038,50.619,200,23,false
read,key0008,52.001,200,30,false
read,key0015,51.015,404,0,false
read,key0043,53.191,404,0,false
read,key0008,52.100,200,30,false
read,key0028,52.382,404,0,false
read,key0023,52.154,404,0,false
read,key0029,2.770,200,25,false
read,key0029,2.751,200,25,false
read,key0017,1.210,200,40,false
read,key0013,52.020,404,0,false
write,key0037,316.191,201,0,false
write,key0023,316.395,201,0,false
read,key0042,0.583,404,0,false
write,key0030,314.815,201,0,false
read,key0025,0.385,404,0,false
read,key0015,50.975,404,0,false
read,key0008,50.967,200,30,false
read,key0031,1.278,404,0,false
read,key0016,51.936,404,0,false
read,key0014,51.726,200,41,false
read,key0000,54.724,200,36,false
read,key0016,52.017,404,0,false
read,key0026,50.875,200,44,false
read,key0048,4.106,404,0,false
read,key0045,60.577,404,0,false
read,key0039,53.205,404,0,false
write,key0036,316.635,201,0,false
write,key0021,316.264,201,0,false
write,key0004,316.315,201,0,false
read,key0038,2.321,200,23,false
write,key0012,311.600,201,0,false
read,key0039,50.805,404,0,false
read,key0049,1.724,404,0,false
read,key0031,52.414,404,0,false
read,key0037,56.042,200,46,true
read,key0010,55.309,404,0,false
read,key0019,51.870,404,0,false
read,key0040,55.999,200,34,false
read,key0037,56.064,200,46,true
read,key0046,0.751,200,58,false
read,key0029,2.905,200,25,false
read,key0014,2.873,200,41,false
read,key0046,2.821,200,58,false
write,key0023,306.906,201,0,false
read,key0004,52.693,200,50,true
read,key0010,52.692,404,0,false
read,key0002,55.283,404,0,false
read,key0002,1.524,404,0,false
read,key0028,54.193,404,0,false
read,key0018,56.146,200,42,false
read,key0042,4.719,404,0,false
read,key0038,52.618,200,23,false
read,key0000,54.846,200,36,false
read,key0033,51.937,200,37,false
read,key0013,5.267,200,53,false
read,key0015,53.527,404,0,false
read,key0044,54.723,404,0,false
read,key0044,54.406,404,0,false
read,key0037,54.958,200,46,true
read,key0037,52.670,200,46,true
read,key0042,54.319,404,0,false
write,key0013,305.457,201,0,false
read,key0038,0.509,200,23,false
read,key0030,52.901,200,47,true
read,key0046,58.744,404,0,false
read,key0047,58.822,404,0,false
read,key0007,55.322,200,39,false
read,key0038,52.014,200,23,false
read,key0027,52.047,200,32,false
read,key0003,0.532,404,0,false
read,key0025,54.477,404,0,false
read,key0042,56.002,404,0,false
read,key0007,57.879,200,39,false
read,key0000,58.890,200,36,false
read,key0042,59.440,404,0,false
read,key0033,11.203,200,37,false
read,key0033,9.890,200,37,false
read,key0037,57.313,200,46,true
read,key0027,53.631,200,32,false
